"Latitude"	"Longitude"	"Elevation"	"Speed"	"Heading"	"Ax"	"Ay"	"Az"	"Yawrate"	"GentimeSec"	"ID"
42.28502	-83.73078	224.3	0.48	191.875	-1.7	-0.28	-1.94	-23.57	351276993.9	"ID180029190027335-24313"
42.28502	-83.73078	224.3	0.28	191.875	-1.7	-0.28	-1.94	-23.57	351276994	"ID180029190027335-24313"
42.28502	-83.73078	224.2	0.3	191.875	-1.15	-0.17	-2	-20.03	351276994.1	"ID180029190027335-24313"
42.28502	-83.73078	224.2	0.18	191.875	-1.15	-0.17	-2	-20.03	351276994.2	"ID180029190027335-24313"
42.28502	-83.73078	224.2	0.38	191.875	-0.18	-0.13	-1.88	-17.03	351276994.3	"ID180029190027335-24313"
42.28502	-83.73078	224.2	0.36	191.875	-0.18	-0.13	-1.88	-17.03	351276994.4	"ID180029190027335-24313"
42.28503	-83.73078	224.2	0.2	191.875	-0.48	-0.09	-1.62	-14.47	351276994.6	"ID180029190027335-24313"
42.28502	-83.73078	224.1	0.68	191.875	1.17	-0.13	-1.4	-12.3	351276994.7	"ID180029190027335-24313"
42.28502	-83.73078	224.1	0.8	191.875	1.17	-0.13	-1.4	-12.3	351276994.8	"ID180029190027335-24313"
42.28502	-83.73078	224.1	0.94	122.575	1.17	-0.13	-1.4	-12.3	351276994.9	"ID180029190027335-24313"
42.28502	-83.73078	224.1	1.52	9.05	2.3	0.98	-1.2	55.86	351276995	"ID180029190027335-24313"
42.28502	-83.73078	224.1	1.32	163.9625	1.02	-0.73	0	-33.6	351276995.1	"ID180029190027335-24313"
42.28502	-83.73078	224.1	1.44	155.725	1.02	-0.73	0	-33.6	351276995.2	"ID180029190027335-24313"
42.28502	-83.73078	224	1.48	57.0625	0.88	-2.28	-2	-93.54	351276995.3	"ID180029190027335-24313"
42.28502	-83.73077	224	1.58	28.5875	0.88	-2.28	-2	-93.54	351276995.4	"ID180029190027335-24313"
42.28501	-83.73078	223.9	1.32	185.0125	-0.17	-0.44	-2	-18.09	351276995.6	"ID180029190027335-24313"
42.28501	-83.73078	223.9	1.3	193.8	-0.17	-0.44	-2	-18.09	351276995.7	"ID180029190027335-24313"
42.28501	-83.73077	223.8	1.54	148.85	0.4	-0.73	-1.72	-28.52	351276995.8	"ID180029190027335-24313"
42.28501	-83.73077	223.8	1.58	148.3125	0.4	-0.73	-1.72	-28.52	351276995.9	"ID180029190027335-24313"
42.28501	-83.73077	223.7	1.34	150.6625	-0.26	-0.59	-2	-23.62	351276996	"ID180029190027335-24313"
42.28501	-83.73077	223.7	1.36	161.1	-0.13	-0.36	-2	-14	351276996.1	"ID180029190027335-24313"
42.28501	-83.73077	223.7	1.34	163.3625	-0.13	-0.36	-2	-14	351276996.2	"ID180029190027335-24313"
42.285	-83.73077	223.6	1.44	145.025	0.15	-0.5	-1.36	-19.62	351276996.4	"ID180029190027335-24313"
42.285	-83.73077	223.6	1.44	143.2625	0.15	-0.5	-1.36	-19.62	351276996.5	"ID180029190027335-24313"
42.285	-83.73077	223.5	1.56	134.65	0.38	-0.59	-1.86	-22.5	351276996.6	"ID180029190027335-24313"
42.285	-83.73077	223.4	1.5	138.9875	0.05	-0.51	-2	-19.28	351276996.7	"ID180029190027335-24313"
42.285	-83.73077	223.4	1.5	137.4	0.05	-0.51	-2	-19.28	351276996.8	"ID180029190027335-24313"
42.285	-83.73076	223.3	1.42	148.55	-0.18	-0.2	-0.76	-7.65	351276997.4	"ID180029190027335-24313"
42.285	-83.73076	223.3	1.4	148.9625	-0.18	-0.2	-0.76	-7.65	351276997.5	"ID180029190027335-24313"
42.28499	-83.73076	223.2	1.3	155.775	-0.3	-0.11	-0.82	-3.48	351276997.7	"ID180029190027335-24313"
42.28499	-83.73076	223.1	1.42	142.225	0.05	-0.22	-0.46	-8.18	351276997.8	"ID180029190027335-24313"
42.28499	-83.73076	223	1.36	144.7625	-0.18	-0.17	-0.86	-6.58	351276997.9	"ID180029190027335-24313"
42.28499	-83.73076	223	1.34	144.25	-0.18	-0.17	-0.86	-6.58	351276998	"ID180029190027335-24313"
42.28499	-83.73076	223	1.48	159.85	0.32	0.07	-0.72	3.08	351276998.1	"ID180029190027335-24313"
42.28499	-83.73076	223	1.52	162.85	0.32	0.07	-0.72	3.08	351276998.2	"ID180029190027335-24313"
42.28499	-83.73075	222.9	1.52	135.7375	0.26	-0.3	0	-10.61	351276998.3	"ID180029190027335-24313"
42.28498	-83.73075	222.9	1.56	132.275	0.26	-0.3	0	-10.61	351276998.4	"ID180029190027335-24313"
42.28498	-83.73075	222.9	1.58	128.8125	0.26	-0.3	0	-10.61	351276998.5	"ID180029190027335-24313"
42.28498	-83.73075	222.8	1.28	143.3375	-0.51	-0.15	-1.06	-5.37	351276998.6	"ID180029190027335-24313"
42.28498	-83.73075	222.7	1.5	167.8	0.32	0.22	-0.62	9.43	351276998.7	"ID180029190027335-24313"
42.28498	-83.73075	222.7	1.58	177.9375	0.32	0.22	-0.62	9.43	351276998.9	"ID180029190027335-24313"
42.28498	-83.73075	222.6	1.16	139.825	-0.75	-0.15	0	-5.41	351276999	"ID180029190027335-24313"
42.28498	-83.73075	222.5	1.5	137.975	0.42	-0.18	-0.62	-6.68	351276999.2	"ID180029190027335-24313"
42.28498	-83.73075	222.5	1.54	173.55	0.42	-0.18	-0.62	-6.68	351276999.3	"ID180029190027335-24313"
42.28498	-83.73074	222.5	1.36	146.0375	-0.42	-0.09	0	-2.96	351276999.5	"ID180029190027335-24313"
42.28497	-83.73074	222.5	1.32	143.725	-0.42	-0.09	0	-2.96	351276999.6	"ID180029190027335-24313"
42.28497	-83.73074	222.5	1.28	141.425	-0.42	-0.09	0	-2.96	351276999.7	"ID180029190027335-24313"
42.28497	-83.73074	222.5	1.38	139.225	-0.09	-0.17	-0.4	-5.78	351276999.8	"ID180029190027335-24313"
42.28497	-83.73074	222.4	1.32	158.425	-0.26	0.09	-0.66	4.22	351276999.9	"ID180029190027335-24313"
42.28497	-83.73074	222.4	1.36	153.6	0.05	0.03	0	1.42	351277000.1	"ID180029190027335-24313"
42.28497	-83.73074	222.4	1.38	154.2125	0.05	0.03	0	1.42	351277000.3	"ID180029190027335-24313"
42.28497	-83.73074	222.3	1.12	161.05	-0.57	0.09	-0.02	4.79	351277000.4	"ID180029190027335-24313"
42.28497	-83.73074	222.3	1.16	154.525	-0.32	0.01	0	1.56	351277000.5	"ID180029190027335-24313"
42.28497	-83.73074	222.3	1.12	154.3375	-0.32	0.01	0	1.56	351277000.6	"ID180029190027335-24313"
42.28497	-83.73074	222.3	1.24	132.975	0.15	-0.26	0	-11.33	351277000.7	"ID180029190027335-24313"
42.28497	-83.73074	222.3	1.24	128.125	0.15	-0.26	0	-11.33	351277000.8	"ID180029190027335-24313"
42.28496	-83.73074	222.3	1.26	123.275	0.15	-0.26	0	-11.33	351277000.9	"ID180029190027335-24313"
42.28496	-83.73074	222.2	1.12	148.975	-0.2	-0.03	-0.34	-1.25	351277001.1	"ID180029190027335-24313"
42.28496	-83.73074	222.2	1.1	149.4	-0.2	-0.03	-0.34	-1.25	351277001.2	"ID180029190027335-24313"
42.28496	-83.73074	222.2	1	139.3875	-0.36	-0.13	-0.26	-5.66	351277001.4	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.12	150.7875	-0.01	-0.01	0	0.46	351277001.7	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.12	150.275	-0.01	-0.01	0	0.46	351277001.8	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.1	120.325	-0.09	-0.3	-0.1	-14.22	351277002	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.08	143.325	-0.07	-0.09	-1.38	-3.8	351277002.2	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.1	174.45	0.01	0.28	-0.48	15.18	351277002.3	"ID180029190027335-24313"
42.28495	-83.73073	222.1	1.1	181.475	0.01	0.28	-0.48	15.18	351277002.4	"ID180029190027335-24313"
42.28495	-83.73073	222.1	0.94	180.425	-0.51	0.32	0	18.47	351277002.5	"ID180029190027335-24313"
42.28495	-83.73073	222.1	0.9	186.0125	-0.51	0.32	0	18.47	351277002.6	"ID180029190027335-24313"
42.28495	-83.73073	222.1	0.84	191.6125	-0.51	0.32	0	18.47	351277002.7	"ID180029190027335-24313"
42.28495	-83.73072	221.8	0.9	155.6125	0.09	0.01	0	1.71	351277003.2	"ID180029190027335-24313"
42.28494	-83.73072	221.8	0.9	154.875	0.09	0.01	0	1.71	351277003.3	"ID180029190027335-24313"
42.28495	-83.73072	221.8	0.4	154.875	-0.88	-0.26	0	-19.72	351277003.5	"ID180029190027335-24313"
42.28494	-83.73072	221.7	0.46	154.875	-0.57	0.01	-1.86	2.76	351277003.6	"ID180029190027335-24313"
42.28494	-83.73072	221.6	0.44	154.875	-0.48	0.01	0	2.34	351277003.7	"ID180029190027335-24313"
42.28494	-83.73072	221.6	0.38	154.875	-0.48	0.01	0	2.34	351277003.8	"ID180029190027335-24313"
42.28494	-83.73072	221.6	0	154.875	-0.77	-0.01	0	1.99	351277004.4	"ID180029190027335-24313"
42.28494	-83.73072	221.4	0.06	154.875	-0.38	-0.01	0	1.44	351277004.4	"ID180029190027335-24313"
42.28494	-83.73073	221.4	0	154.875	-0.67	-0.01	-0.02	1.22	351277004.6	"ID180029190027335-24313"
42.28495	-83.73073	221.3	0.24	154.875	0.79	-0.01	-0.04	1.04	351277004.7	"ID180029190027335-24313"
42.28495	-83.73073	221.3	0.34	154.875	0.79	-0.01	-0.04	1.04	351277004.8	"ID180029190027335-24313"
42.28495	-83.73073	221.2	0.22	154.875	0.2	-0.01	-0.06	0.88	351277004.9	"ID180029190027335-24313"
42.28495	-83.73073	221.2	0.24	154.875	0.2	-0.01	-0.06	0.88	351277005	"ID180029190027335-24313"
42.28495	-83.73073	221.2	0.38	154.875	0.57	-0.01	-0.06	0.75	351277005.1	"ID180029190027335-24313"
42.28495	-83.73073	221.2	0.44	154.875	0.57	-0.01	-0.06	0.75	351277005.2	"ID180029190027335-24313"
42.28491	-83.73071	221.1	0.78	154.875	1.46	-0.01	-0.08	0.64	351277005.3	"ID180029190027335-24313"
42.28491	-83.73071	221.1	0.94	352.35	1.46	-0.01	-0.08	0.64	351277005.4	"ID180029190027335-24313"
42.28491	-83.73071	221	0.78	67.8875	0.53	1.7	-0.1	133.6	351277005.5	"ID180029190027335-24313"
42.28491	-83.73071	221	0.84	163.4875	0.53	1.7	-0.1	133.6	351277005.6	"ID180029190027335-24313"
42.28491	-83.73071	221	0.9	259.1	0.53	1.7	-0.1	133.6	351277005.7	"ID180029190027335-24313"
42.28491	-83.73071	221	1.16	327.6125	1.04	3.89	0	238.22	351277005.8	"ID180029190027335-24313"
42.28492	-83.73072	221	1.28	360	1.04	3.89	0	238.22	351277005.9	"ID180029190027335-24313"
42.28492	-83.73071	221	1.16	332.1125	0.53	1.41	0	77.23	351277006	"ID180029190027335-24313"
42.28492	-83.73071	221	1.54	359.7375	1.17	1.76	0	79.05	351277006.2	"ID180029190027335-24313"
42.28492	-83.73071	221	1.68	4.9125	1.17	1.76	0	79.05	351277006.3	"ID180029190027335-24313"
42.28493	-83.73072	220.9	1.92	346.4375	0.98	1.72	0	54.44	351277006.5	"ID180029190027335-24313"
42.28493	-83.73072	220.9	2.04	346.075	0.98	1.72	0	54.44	351277006.6	"ID180029190027335-24313"
42.28493	-83.73072	220.9	2.12	344.175	0.96	1.56	0	44.85	351277006.7	"ID180029190027335-24313"
42.28493	-83.73072	220.9	2.22	343.4625	0.96	1.56	0	44.85	351277006.8	"ID180029190027335-24313"
42.28493	-83.73072	220.9	2.34	342.7375	0.96	1.56	0	44.85	351277006.9	"ID180029190027335-24313"
42.28493	-83.73072	220.8	1.84	357.75	-0.4	1.5	0	44.63	351277007	"ID180029190027335-24313"
42.28494	-83.73072	220.8	1.8	359.825	-0.4	1.5	0	44.63	351277007.1	"ID180029190027335-24313"
42.28494	-83.73072	220.7	1.9	358.2875	-0.11	1.31	0	39.2	351277007.2	"ID180029190027335-24313"
42.28495	-83.73072	220.7	2.12	2.9875	0.36	1.23	0	35.54	351277007.5	"ID180029190027335-24313"
42.28495	-83.73072	220.6	2.54	10.7375	1.27	1.39	0	35.45	351277007.6	"ID180029190027335-24313"
42.28495	-83.73072	220.6	2.58	13.6375	1.04	1.46	0	34.25	351277007.7	"ID180029190027335-24313"
42.28495	-83.73072	220.6	2.7	16.5625	1.04	1.46	0	34.25	351277007.8	"ID180029190027335-24313"
42.28495	-83.73072	220.5	2.56	12.9875	0.34	1.29	0	29.58	351277007.9	"ID180029190027335-24313"
42.28496	-83.73072	220.5	2.6	14.625	0.34	1.29	0	29.58	351277008	"ID180029190027335-24313"
42.28496	-83.73071	220.5	2.64	16.2625	0.34	1.29	0	29.58	351277008.1	"ID180029190027335-24313"
42.28496	-83.73071	220.5	2.72	14.7625	0.46	1.17	0	26.01	351277008.2	"ID180029190027335-24313"
42.28497	-83.73071	220.5	2.5	19.1375	-0.4	1.13	0	25.66	351277008.3	"ID180029190027335-24313"
42.28497	-83.73071	220.5	2.46	21.0375	-0.4	1.13	0	25.66	351277008.4	"ID180029190027335-24313"
42.28497	-83.73071	220.4	2.6	15.575	0.15	0.9	0	20.29	351277008.5	"ID180029190027335-24313"
42.28497	-83.73071	220.4	2.62	15.9625	0.15	0.9	0	20.29	351277008.6	"ID180029190027335-24313"
42.28497	-83.73071	220.3	2.68	14.35	0.3	0.75	0	16.64	351277008.7	"ID180029190027335-24313"
42.28498	-83.73071	220.3	2.72	14.3125	0.3	0.75	0	16.64	351277008.8	"ID180029190027335-24313"
42.28498	-83.73071	220.3	2.74	14.275	0.3	0.75	0	16.64	351277008.9	"ID180029190027335-24313"
42.28498	-83.73071	220.3	2.7	23.9	0.15	0.86	0	18.73	351277009	"ID180029190027335-24313"
42.28498	-83.73071	220.3	2.72	25.6125	0.15	0.86	0	18.73	351277009.1	"ID180029190027335-24313"
42.28498	-83.73071	220.3	2.7	25.2875	0.05	0.8	0	17.4	351277009.2	"ID180029190027335-24313"
42.28498	-83.73071	220.2	2.58	21.6625	-0.32	0.63	0	13.9	351277009.3	"ID180029190027335-24313"
42.28499	-83.73071	220.2	2.54	22.025	-0.32	0.63	0	13.9	351277009.4	"ID180029190027335-24313"
42.28499	-83.73071	220.2	2.22	31.45	-1.27	0.73	0	17.65	351277009.5	"ID180029190027335-24313"
42.28499	-83.7307	220.2	2.08	33.825	-1.27	0.73	0	17.65	351277009.6	"ID180029190027335-24313"
42.28499	-83.7307	220.2	2.54	35.9625	0.53	0.79	0	18.34	351277009.7	"ID180029190027335-24313"
42.285	-83.7307	220.2	2.6	38.4	0.53	0.79	0	18.34	351277009.8	"ID180029190027335-24313"
42.285	-83.7307	220.2	2.66	40.8375	0.53	0.79	0	18.34	351277009.9	"ID180029190027335-24313"
42.285	-83.7307	220.2	1.88	36.9125	-1.41	0.61	0	16.04	351277010	"ID180029190027335-24313"
42.285	-83.73069	220.2	2	36.0375	-0.69	0.51	0	14.34	351277010.1	"ID180029190027335-24313"
42.285	-83.73069	220.2	1.92	37	-0.69	0.51	0	14.34	351277010.2	"ID180029190027335-24313"
42.285	-83.73069	220.1	2.44	33.1875	1.21	0.42	0	10.8	351277010.3	"ID180029190027335-24313"
42.285	-83.73069	220.1	2.58	33.15	1.21	0.42	0	10.8	351277010.4	"ID180029190027335-24313"
42.28501	-83.73068	219.9	2.48	37.3	0.51	0.47	0	11.58	351277010.5	"ID180029190027335-24313"
42.28501	-83.73068	219.9	2.54	38.175	0.51	0.47	0	11.58	351277010.6	"ID180029190027335-24313"
42.28501	-83.73068	219.8	2.54	41.3	0.4	0.53	0	12.44	351277010.7	"ID180029190027335-24313"
42.28501	-83.73068	219.8	2.58	42.725	0.4	0.53	0	12.44	351277010.8	"ID180029190027335-24313"
42.28502	-83.73067	219.8	2.64	44.1375	0.4	0.53	0	12.44	351277010.9	"ID180029190027335-24313"
42.28502	-83.73067	219.7	2.56	43.85	0.13	0.51	0	11.79	351277011	"ID180029190027335-24313"
42.28502	-83.73067	219.7	2.58	45.0125	0.13	0.51	0	11.79	351277011.1	"ID180029190027335-24313"
42.28502	-83.73067	219.6	2.94	38.475	0.77	0.36	0	8.08	351277011.3	"ID180029190027335-24313"
42.28502	-83.73067	219.5	2.7	40.1625	0.01	0.34	0	7.54	351277011.4	"ID180029190027335-24313"
42.28503	-83.73066	219.5	2.76	49.3375	0.22	0.55	0	11.94	351277011.5	"ID180029190027335-24313"
42.28503	-83.73066	219.5	2.78	51.5	0.22	0.55	0	11.94	351277011.6	"ID180029190027335-24313"
42.28503	-83.73066	219.5	2.98	46.7375	0.8	0.46	0	9.25	351277011.7	"ID180029190027335-24313"
42.28503	-83.73065	219.5	3.08	47.4875	0.8	0.46	0	9.25	351277011.8	"ID180029190027335-24313"
42.28503	-83.73065	219.2	3.2	41.45	0.98	0.26	0	4.98	351277011.9	"ID180029190027335-24313"
42.28504	-83.73065	219.2	3.32	40.7375	0.98	0.26	0	4.98	351277012	"ID180029190027335-24313"
42.28504	-83.73064	219.2	3.44	40.0375	0.98	0.26	0	4.98	351277012.1	"ID180029190027335-24313"
42.28504	-83.73064	218.9	2.94	45.225	-0.38	0.3	0	6.04	351277012.2	"ID180029190027335-24313"
42.28504	-83.73064	218.4	2.5	50.3625	-1.66	0.38	0	8.43	351277012.3	"ID180029190027335-24313"
42.28504	-83.73064	218.4	2.32	51.7625	-1.66	0.38	0	8.43	351277012.4	"ID180029190027335-24313"
42.28505	-83.73064	218	2.72	39.0125	0.09	0.03	0	0.93	351277012.5	"ID180029190027335-24313"
42.28505	-83.73064	218	2.74	37.375	0.09	0.03	0	0.93	351277012.6	"ID180029190027335-24313"
42.28505	-83.73064	217.8	2.74	23.475	0.11	-0.44	-0.08	-8.78	351277012.7	"ID180029190027335-24313"
42.28505	-83.73064	217.8	2.76	19.0625	0.11	-0.44	-0.08	-8.78	351277012.8	"ID180029190027335-24313"
42.28505	-83.73064	217.8	2.78	14.65	0.11	-0.44	-0.08	-8.78	351277012.9	"ID180029190027335-24313"
42.28505	-83.73063	217.5	2.36	26.2875	-0.9	-0.28	-0.92	-6.1	351277013	"ID180029190027335-24313"
42.28506	-83.73063	217.5	2.26	24.5875	-0.9	-0.28	-0.92	-6.1	351277013.1	"ID180029190027335-24313"
42.28506	-83.73063	217.4	2.58	34.05	0.05	-0.11	-0.68	-2.28	351277013.2	"ID180029190027335-24313"
42.28506	-83.73063	217.4	2.58	34.3	0.05	-0.11	-0.68	-2.28	351277013.3	"ID180029190027335-24313"
42.28506	-83.73063	217.3	2.76	17.45	0.44	-0.48	-0.34	-9.78	351277013.4	"ID180029190027335-24313"
42.28506	-83.73063	217.1	2.52	11.4125	-0.46	-0.65	-1	-14.32	351277013.5	"ID180029190027335-24313"
42.28507	-83.73063	217.1	2.46	7.75	-0.46	-0.65	-1	-14.32	351277013.6	"ID180029190027335-24313"
42.28507	-83.73062	217	2.58	16.6375	0.01	-0.46	-1.4	-9.67	351277013.8	"ID180029190027335-24313"
42.28508	-83.73062	217.1	2.78	18.5625	0.65	-0.38	-0.98	-7.87	351277013.9	"ID180029190027335-24313"
42.28508	-83.73062	217.1	2.86	18.25	0.65	-0.38	-0.98	-7.87	351277014	"ID180029190027335-24313"
42.28508	-83.73062	217.2	2.66	11.5375	-0.15	-0.53	-0.82	-10.9	351277014.1	"ID180029190027335-24313"
42.28508	-83.73062	217.2	2.66	9.8	-0.15	-0.53	-0.82	-10.9	351277014.2	"ID180029190027335-24313"
42.28509	-83.73062	217.3	2.66	0.4625	-0.05	-0.69	-1.08	-14.58	351277014.4	"ID180029190027335-24313"
42.28509	-83.73062	217.4	2.66	7.9875	-0.05	-0.69	-1.08	-14.58	351277014.5	"ID180029190027335-24313"
42.28509	-83.73061	217.4	2.64	7.2625	-0.09	-0.5	-1.4	-10.51	351277014.6	"ID180029190027335-24313"
42.2851	-83.73061	217.6	2.66	12.0125	-0.03	-0.32	-1.04	-6.78	351277014.7	"ID180029190027335-24313"
42.2851	-83.73061	217.6	2.66	12.45	-0.03	-0.32	-1.04	-6.78	351277014.8	"ID180029190027335-24313"
42.2851	-83.73061	217.6	2.52	6.0375	-0.46	-0.42	-0.72	-9.13	351277014.9	"ID180029190027335-24313"
42.2851	-83.73061	217.6	2.46	5	-0.46	-0.42	-0.72	-9.13	351277015	"ID180029190027335-24313"
42.2851	-83.73061	217.6	2.42	3.9625	-0.46	-0.42	-0.72	-9.13	351277015.1	"ID180029190027335-24313"
42.2851	-83.73061	217.7	2.3	354.9625	-0.63	-0.57	-0.92	-13.08	351277015.2	"ID180029190027335-24313"
42.28511	-83.73061	217.7	2.18	356.5375	-0.86	-0.51	-1.28	-12.4	351277015.3	"ID180029190027335-24313"
42.28511	-83.73061	217.7	2.08	354.8	-0.86	-0.51	-1.28	-12.4	351277015.4	"ID180029190027335-24313"
42.28511	-83.73061	217.7	2	353.0625	-0.86	-0.51	-1.28	-12.4	351277015.5	"ID180029190027335-24313"
42.28511	-83.73061	217.8	2.08	355.8875	-0.48	-0.44	-1.22	-10.85	351277015.6	"ID180029190027335-24313"
42.28511	-83.73061	217.8	2.02	354.9	-0.48	-0.44	-1.22	-10.85	351277015.7	"ID180029190027335-24313"
42.28511	-83.73061	217.8	1.78	359.425	-0.96	-0.3	-1.08	-8	351277015.8	"ID180029190027335-24313"
42.28511	-83.73061	217.8	1.68	359.3875	-0.96	-0.3	-1.08	-8	351277015.9	"ID180029190027335-24313"
42.28512	-83.73061	217.8	1.76	11.2625	-0.55	-0.05	-0.84	-1.13	351277016	"ID180029190027335-24313"
42.28512	-83.73061	217.7	1.56	346.9875	-1.08	-0.4	-0.24	-13.32	351277016.1	"ID180029190027335-24313"
42.28512	-83.73061	217.7	1.44	343.4	-1.08	-0.4	-0.24	-13.32	351277016.2	"ID180029190027335-24313"
42.28512	-83.73062	217.7	1.32	339.825	-1.08	-0.4	-0.24	-13.32	351277016.3	"ID180029190027335-24313"
42.28512	-83.73062	217.7	1.22	328.725	-1.06	-0.53	-1.3	-20.08	351277016.4	"ID180029190027335-24313"
42.28512	-83.73061	217.7	1.14	11.0625	-1.06	0.07	-1.88	3.25	351277016.5	"ID180029190027335-24313"
42.28512	-83.73061	217.7	1.02	16.15	-1.06	0.07	-1.88	3.25	351277016.6	"ID180029190027335-24313"
42.28512	-83.73061	217.7	0.9	21.2375	-1.06	0.07	-1.88	3.25	351277016.7	"ID180029190027335-24313"
42.28512	-83.73062	217.6	1.1	342.325	-0.38	-0.24	0	-11.03	351277016.8	"ID180029190027335-24313"
42.28513	-83.73062	217.6	1.08	315.9	-0.32	-0.55	-1.1	-27.16	351277016.9	"ID180029190027335-24313"
42.28513	-83.73062	217.6	1.02	299.925	-0.32	-0.55	-1.1	-27.16	351277017.1	"ID180029190027335-24313"
42.28513	-83.73061	217.5	0.92	36.925	-0.5	0.28	-2	15.8	351277017.2	"ID180029190027335-24313"
42.28513	-83.73062	217.4	1.08	13.4	0.16	0.15	0	8.96	351277017.3	"ID180029190027335-24313"
42.28513	-83.73062	217.4	1.1	17.025	0.16	0.15	0	8.96	351277017.4	"ID180029190027335-24313"
42.28513	-83.73062	217.3	1.06	310.9	-0.01	-0.53	0	-27.9	351277017.5	"ID180029190027335-24313"
42.28513	-83.73062	217.3	1.06	299.3875	-0.01	-0.53	0	-27.9	351277017.6	"ID180029190027335-24313"
42.28513	-83.73062	217.2	1.38	337.6875	0.98	-0.26	-2	-11.4	351277017.7	"ID180029190027335-24313"
42.28513	-83.73062	217.2	1.48	336.55	0.98	-0.26	-2	-11.4	351277017.8	"ID180029190027335-24313"
42.28513	-83.73062	217.1	0.96	357	-1	0.01	-1.14	1.28	351277017.9	"ID180029190027335-24313"
42.28513	-83.73062	217.1	0.84	0.55	-1	0.01	-1.14	1.28	351277018	"ID180029190027335-24313"
42.28514	-83.73062	217	1.22	350.675	0.51	-0.05	-0.04	-1.58	351277018.1	"ID180029190027335-24313"
42.28514	-83.73062	217	1.28	351.45	0.51	-0.05	-0.04	-1.58	351277018.2	"ID180029190027335-24313"
42.28514	-83.73062	217	1.34	352.2125	0.51	-0.05	-0.04	-1.58	351277018.3	"ID180029190027335-24313"
42.28514	-83.73062	216.9	1.58	2.3875	0.94	0.09	-0.28	4.27	351277018.4	"ID180029190027335-24313"
42.28514	-83.73062	216.9	1.44	3.6625	0.22	0.15	0	6.57	351277018.5	"ID180029190027335-24313"
42.28514	-83.73062	216.9	1.46	6.025	0.22	0.15	0	6.57	351277018.6	"ID180029190027335-24313"
42.28514	-83.73062	216.8	1.68	355.8125	0.84	0.03	0	1.67	351277018.7	"ID180029190027335-24313"
42.28514	-83.73062	216.8	1.78	355.525	0.84	0.03	0	1.67	351277018.8	"ID180029190027335-24313"
42.28515	-83.73062	216.8	1.88	355.2375	0.84	0.03	0	1.67	351277018.9	"ID180029190027335-24313"
42.28515	-83.73062	216.7	1.52	1.2625	-0.15	0.11	0	4.05	351277019	"ID180029190027335-24313"
42.28515	-83.73062	216.6	1.62	347.1	0.18	-0.13	0	-4.12	351277019.1	"ID180029190027335-24313"
42.28515	-83.73062	216.6	1.64	344.675	0.18	-0.13	0	-4.12	351277019.2	"ID180029190027335-24313"
42.28515	-83.73062	216.4	1.54	336.8	-0.17	-0.3	-0.52	-10.24	351277019.3	"ID180029190027335-24313"
42.28516	-83.73062	216.3	1.24	4.4625	-1.06	0.15	-1.04	6.39	351277019.5	"ID180029190027335-24313"
42.28516	-83.73062	216.3	1.12	8.25	-1.06	0.15	-1.04	6.39	351277019.6	"ID180029190027335-24313"
42.28516	-83.73062	216.2	1.52	9.075	0.53	0.22	0	9.25	351277019.7	"ID180029190027335-24313"
42.28516	-83.73062	216.2	1.58	12.4	0.53	0.22	0	9.25	351277019.8	"ID180029190027335-24313"
42.28516	-83.73062	216.2	1.64	15.7375	0.53	0.22	0	9.25	351277019.9	"ID180029190027335-24313"
42.28516	-83.73062	216.1	1.7	347.1875	0.55	-0.09	0	-2.64	351277020	"ID180029190027335-24313"
42.28516	-83.73062	216	1.62	11.925	0.15	0.28	-0.38	10.23	351277020.1	"ID180029190027335-24313"
42.28517	-83.73062	216	1.64	15.4625	0.15	0.28	-0.38	10.23	351277020.2	"ID180029190027335-24313"
42.28517	-83.73062	216	1.66	19.0125	0.15	0.28	-0.38	10.23	351277020.3	"ID180029190027335-24313"
42.28517	-83.73062	215.9	1.82	358.525	0.46	0.05	0	2.27	351277020.4	"ID180029190027335-24313"
42.28517	-83.73062	215.9	1.86	357.8875	0.46	0.05	0	2.27	351277020.5	"ID180029190027335-24313"
42.28517	-83.73063	215.8	1.64	326.0125	-0.18	-0.42	0	-13.98	351277020.6	"ID180029190027335-24313"
42.28517	-83.73063	215.8	1.62	319.725	-0.18	-0.42	0	-13.98	351277020.7	"ID180029190027335-24313"
42.28518	-83.73063	215.6	1.8	340.9625	0.28	-0.24	-1.36	-7.73	351277020.8	"ID180029190027335-24313"
42.28518	-83.73063	215.6	1.52	6.1	-0.67	0.18	-0.82	6.75	351277020.9	"ID180029190027335-24313"
42.28518	-83.73063	215.6	1.44	10.3	-0.67	0.18	-0.82	6.75	351277021	"ID180029190027335-24313"
42.28518	-83.73063	215.4	1.74	10.8375	0.46	0.28	0	9.74	351277021.1	"ID180029190027335-24313"
42.28518	-83.73062	215.4	1.8	14.4375	0.46	0.28	0	9.74	351277021.2	"ID180029190027335-24313"
42.28518	-83.73063	215.4	1.48	351.975	-0.69	-0.07	0	-1.71	351277021.3	"ID180029190027335-24313"
42.28518	-83.73063	215.4	1.4	350.025	-0.69	-0.07	0	-1.71	351277021.4	"ID180029190027335-24313"
