"Latitude"	"Longitude"	"Elevation"	"Speed"	"Heading"	"Ax"	"Ay"	"Az"	"Yawrate"	"GentimeSec"	"ID"
42.28708	-83.72813	197.9	16.98	268.3125	-0.34	9.94	0	0	351277571	"ID1800291900281111245"
42.28708	-83.7282	198	16.84	267.75	-0.46	9.94	0	0	351277571.3	"ID1800291900281111245"
42.28708	-83.72822	198	16.86	268.6125	-0.28	9.94	0	0	351277571.4	"ID1800291900281111245"
42.28707	-83.72824	198	16.82	268.75	-0.28	9.94	0	0	351277571.5	"ID1800291900281111245"
42.28707	-83.72826	198.1	16.86	268.7125	-0.11	9.94	0	0	351277571.6	"ID1800291900281111245"
42.28707	-83.72828	198.1	16.84	268.825	-0.11	9.94	0	0	351277571.7	"ID1800291900281111245"
42.28707	-83.7283	198.2	16.86	268.55	-0.03	9.94	0	0	351277571.8	"ID1800291900281111245"
42.28707	-83.72832	198.2	16.86	268.5875	-0.03	9.94	0	0	351277571.9	"ID1800291900281111245"
42.28707	-83.72834	198.2	16.62	268.5125	-0.77	9.94	0	0	351277572	"ID1800291900281111245"
42.28707	-83.72836	198.2	16.54	268.525	-0.77	9.94	0	0	351277572.1	"ID1800291900281111245"
42.28707	-83.72838	198.3	16.72	268.1875	0.01	9.94	0	0	351277572.2	"ID1800291900281111245"
42.28707	-83.7284	198.3	16.72	268.125	0.01	9.94	0	0	351277572.3	"ID1800291900281111245"
42.28707	-83.72842	198.5	16.56	267.95	-0.5	9.94	0	0	351277572.4	"ID1800291900281111245"
42.28707	-83.72846	198.5	16.44	267.55	-0.57	9.94	0	0	351277572.6	"ID1800291900281111245"
42.28707	-83.72848	198.5	16.38	267.4	-0.57	9.94	0	0	351277572.7	"ID1800291900281111245"
42.28707	-83.7285	198.6	16.42	267.175	-0.28	9.94	0	0	351277572.8	"ID1800291900281111245"
42.28706	-83.72852	198.6	16.38	267	-0.28	9.94	0	0	351277572.9	"ID1800291900281111245"
42.28706	-83.72854	198.7	16.54	267.475	0.28	9.94	0	0	351277573	"ID1800291900281111245"
42.28706	-83.72856	198.7	16.58	267.4375	0.28	9.94	0	0	351277573.1	"ID1800291900281111245"
42.28706	-83.72858	198.7	16.3	268.5	-0.69	9.94	0	0	351277573.2	"ID1800291900281111245"
42.28706	-83.7286	198.7	16.22	268.7	-0.69	9.94	0	0	351277573.3	"ID1800291900281111245"
42.28706	-83.72862	198.8	16.2	268.475	-0.57	9.94	0	0	351277573.4	"ID1800291900281111245"
42.28706	-83.72864	198.8	16.14	268.5875	-0.57	9.94	0	0	351277573.5	"ID1800291900281111245"
42.28706	-83.72866	198.8	16.06	268.7125	-0.57	9.94	0	0	351277573.6	"ID1800291900281111245"
42.28706	-83.72868	198.9	16.28	267.625	0.01	9.94	0	0	351277573.7	"ID1800291900281111245"
42.28706	-83.7287	198.9	16.16	267.7125	-0.34	9.94	0	0	351277573.8	"ID1800291900281111245"
42.28706	-83.72871	198.9	16.12	267.65	-0.34	9.94	0	0	351277573.9	"ID1800291900281111245"
42.28706	-83.72874	198.9	16.04	268.45	-0.5	9.94	0	0	351277574	"ID1800291900281111245"
42.28706	-83.72878	199	16	268.775	-0.34	9.94	0	0	351277574.2	"ID1800291900281111245"
42.28706	-83.7288	199	15.96	268.925	-0.34	9.94	0	0	351277574.3	"ID1800291900281111245"
42.28706	-83.72881	199	15.96	267.85	-0.26	9.94	0	0	351277574.4	"ID1800291900281111245"
42.28706	-83.72884	199	15.94	267.7375	-0.26	9.94	0	0	351277574.5	"ID1800291900281111245"
42.28706	-83.72885	199.1	15.92	266.9625	-0.22	9.94	0	0	351277574.6	"ID1800291900281111245"
42.28706	-83.72889	199.1	15.82	267.3875	-0.4	9.94	0	0	351277574.8	"ID1800291900281111245"
42.28706	-83.72891	199.1	15.78	267.3125	-0.4	9.94	0	0	351277574.9	"ID1800291900281111245"
42.28706	-83.72893	199.1	15.8	267.475	-0.2	9.94	0	0	351277575	"ID1800291900281111245"
42.28706	-83.72895	199.1	15.78	267.45	-0.2	9.94	0	0	351277575.1	"ID1800291900281111245"
42.28705	-83.72897	199.1	15.68	266.8375	-0.48	9.94	0	0	351277575.2	"ID1800291900281111245"
42.28705	-83.72899	199.1	15.64	266.6875	-0.48	9.94	0	0	351277575.3	"ID1800291900281111245"
42.28705	-83.729	199.2	15.64	267.05	-0.32	9.94	0	0	351277575.4	"ID1800291900281111245"
42.28705	-83.72903	199.2	15.6	267	-0.32	9.94	0	0	351277575.5	"ID1800291900281111245"
42.28705	-83.72904	199.2	15.58	266.8375	-0.34	9.94	0	0	351277575.6	"ID1800291900281111245"
42.28705	-83.72906	199.2	15.54	266.7625	-0.34	9.94	0	0	351277575.7	"ID1800291900281111245"
42.28705	-83.72908	199.3	15.54	266.65	-0.22	9.94	0	0	351277575.8	"ID1800291900281111245"
42.28705	-83.7291	199.3	15.52	266.5625	-0.22	9.94	0	0	351277575.9	"ID1800291900281111245"
42.28705	-83.72912	199.3	15.48	267.475	-0.3	9.94	0	0	351277576	"ID1800291900281111245"
42.28705	-83.72914	199.3	15.44	267.6125	-0.3	9.94	0	0	351277576.1	"ID1800291900281111245"
42.28705	-83.72916	199.3	15.42	268.05	-0.28	9.94	0	0	351277576.2	"ID1800291900281111245"
42.28704	-83.72917	199.3	15.4	268.25	-0.28	9.94	0	0	351277576.3	"ID1800291900281111245"
42.28704	-83.72919	199.3	15.42	267.6125	-0.15	9.94	0	0	351277576.4	"ID1800291900281111245"
42.28704	-83.72921	199.3	15.4	267.6375	-0.15	9.94	0	0	351277576.5	"ID1800291900281111245"
42.28704	-83.72923	199.3	15.28	267.95	-0.5	9.94	0	0	351277576.6	"ID1800291900281111245"
42.28704	-83.72925	199.3	15.22	268.05	-0.5	9.94	0	0	351277576.7	"ID1800291900281111245"
42.28704	-83.72927	199.4	15.34	267.325	0.01	9.94	0	0	351277576.8	"ID1800291900281111245"
42.28704	-83.72929	199.4	15.34	267.25	0.01	9.94	0	0	351277576.9	"ID1800291900281111245"
42.28704	-83.7293	199.3	15.34	266.85	-0.05	9.94	0	0	351277577	"ID1800291900281111245"
42.28704	-83.72932	199.3	15.32	266.6875	-0.05	9.94	0	0	351277577.1	"ID1800291900281111245"
42.28704	-83.72934	199.4	15.36	267.925	0.05	9.94	0	0	351277577.2	"ID1800291900281111245"
42.28704	-83.72936	199.4	15.36	268.0625	0.05	9.94	0	0	351277577.3	"ID1800291900281111245"
42.28704	-83.72938	199.4	15.34	267.75	-0.05	9.94	0	0	351277577.4	"ID1800291900281111245"
42.28704	-83.7294	199.4	15.34	267.8	-0.05	9.94	0	0	351277577.5	"ID1800291900281111245"
42.28704	-83.72942	199.4	15.3	266.825	-0.17	9.94	0	0	351277577.6	"ID1800291900281111245"
42.28704	-83.72943	199.4	15.28	266.65	-0.17	9.94	0	0	351277577.7	"ID1800291900281111245"
42.28704	-83.72945	199.4	15.38	265.2875	0.24	9.94	0	0	351277577.8	"ID1800291900281111245"
42.28703	-83.72947	199.4	15.42	264.8375	0.24	9.94	0	0	351277577.9	"ID1800291900281111245"
42.28703	-83.72949	199.5	15.32	265.525	-0.17	9.94	0	0	351277578	"ID1800291900281111245"
42.28703	-83.72951	199.5	15.3	265.3125	-0.17	9.94	0	0	351277578.1	"ID1800291900281111245"
42.28703	-83.72953	199.5	15.38	265.2125	0.16	9.94	0	0	351277578.2	"ID1800291900281111245"
42.28703	-83.72955	199.5	15.4	265.0125	0.16	9.94	0	0	351277578.3	"ID1800291900281111245"
42.28703	-83.72956	199.5	15.36	263.5875	-0.01	9.94	0	0	351277578.4	"ID1800291900281111245"
42.28703	-83.72958	199.5	15.36	263.1	-0.01	9.94	0	0	351277578.5	"ID1800291900281111245"
42.28703	-83.7296	199.5	15.36	262.625	-0.01	9.94	0	0	351277578.6	"ID1800291900281111245"
42.28703	-83.72962	199.5	15.38	262.9375	0.01	9.94	0	0	351277578.7	"ID1800291900281111245"
42.28702	-83.72964	199.5	15.4	262.4875	0.07	9.94	0	0	351277578.8	"ID1800291900281111245"
42.28702	-83.72966	199.5	15.4	262.0875	0.07	9.94	0	0	351277578.9	"ID1800291900281111245"
42.28702	-83.72968	199.5	15.44	260.3875	0.15	9.94	0	0	351277579	"ID1800291900281111245"
42.28701	-83.72969	199.5	15.46	259.6875	0.15	9.94	0	0	351277579.1	"ID1800291900281111245"
42.28701	-83.72971	199.5	15.34	260.025	-0.26	9.94	0	0	351277579.2	"ID1800291900281111245"
42.28701	-83.72973	199.5	15.32	259.5125	-0.26	9.94	0	0	351277579.3	"ID1800291900281111245"
42.28701	-83.72974	199.5	15.38	259.3	0.01	9.94	0	0	351277579.4	"ID1800291900281111245"
42.28701	-83.72977	199.5	15.38	258.8375	0.01	9.94	0	0	351277579.5	"ID1800291900281111245"
42.287	-83.72978	199.6	15.32	258.075	-0.18	9.94	0	0	351277579.6	"ID1800291900281111245"
42.287	-83.7298	199.6	15.3	257.525	-0.18	9.94	0	0	351277579.7	"ID1800291900281111245"
42.287	-83.72982	199.6	15.32	257.45	-0.05	9.94	0	0	351277579.8	"ID1800291900281111245"
42.28699	-83.72984	199.6	15.32	256.975	-0.05	9.94	0	0	351277579.9	"ID1800291900281111245"
42.28699	-83.72986	199.6	15.34	257.0625	0.01	9.94	0	0	351277580	"ID1800291900281111245"
42.28699	-83.72987	199.6	15.34	256.6875	0.01	9.94	0	0	351277580.1	"ID1800291900281111245"
42.28698	-83.72989	199.7	15.34	256.4125	-0.03	9.94	0	0	351277580.2	"ID1800291900281111245"
42.28698	-83.72991	199.7	15.34	256.0375	-0.03	9.94	0	0	351277580.3	"ID1800291900281111245"
42.28698	-83.72993	199.7	15.26	255.325	-0.26	9.94	0	0	351277580.4	"ID1800291900281111245"
42.28698	-83.72994	199.7	15.22	254.8625	-0.26	9.94	0	0	351277580.5	"ID1800291900281111245"
42.28697	-83.72997	199.7	15.26	255	-0.11	9.94	0	0	351277580.6	"ID1800291900281111245"
42.28697	-83.72998	199.7	15.24	254.65	-0.11	9.94	0	0	351277580.7	"ID1800291900281111245"
42.28696	-83.73	199.7	15.22	254.4625	-0.15	9.94	0	0	351277580.8	"ID1800291900281111245"
42.28696	-83.73002	199.7	15.2	254.125	-0.15	9.94	0	0	351277580.9	"ID1800291900281111245"
42.28696	-83.73003	199.8	15.18	253	-0.22	9.94	0	0	351277581	"ID1800291900281111245"
42.28695	-83.73005	199.8	15.14	252.475	-0.22	9.94	0	0	351277581.1	"ID1800291900281111245"
42.28695	-83.73007	199.8	15.18	252.2625	-0.05	9.94	0	0	351277581.2	"ID1800291900281111245"
42.28695	-83.73009	199.8	15.18	251.7875	-0.05	9.94	0	0	351277581.3	"ID1800291900281111245"
42.28694	-83.7301	199.8	15.1	252.7625	-0.28	9.94	0	0	351277581.4	"ID1800291900281111245"
42.28694	-83.73012	199.8	15.08	252.575	-0.28	9.94	0	0	351277581.5	"ID1800291900281111245"
42.28693	-83.73014	199.8	15.04	253.325	-0.34	9.94	0	0	351277581.6	"ID1800291900281111245"
42.28693	-83.73016	199.8	15	253.3375	-0.34	9.94	0	0	351277581.7	"ID1800291900281111245"
42.28693	-83.73017	199.9	15.06	252.45	-0.01	9.94	0	0	351277581.8	"ID1800291900281111245"
42.28692	-83.73019	199.9	15.06	252.2625	-0.01	9.94	0	0	351277581.9	"ID1800291900281111245"
42.28692	-83.73021	200	15	250.65	-0.22	9.94	0	0	351277582	"ID1800291900281111245"
42.28691	-83.73022	200	14.98	250.1375	-0.22	9.94	0	0	351277582.1	"ID1800291900281111245"
42.28691	-83.73024	200	14.94	250.125	-0.3	9.94	0	0	351277582.2	"ID1800291900281111245"
42.2869	-83.73026	200	14.9	249.7	-0.3	9.94	0	0	351277582.3	"ID1800291900281111245"
42.2869	-83.73028	200.1	14.84	250.1625	-0.44	9.94	0	0	351277582.4	"ID1800291900281111245"
42.2869	-83.73029	200.1	14.78	249.9125	-0.44	9.94	0	0	351277582.5	"ID1800291900281111245"
42.28689	-83.73031	200.1	14.82	249.4875	-0.24	9.94	0	0	351277582.6	"ID1800291900281111245"
42.28688	-83.73032	200.1	14.78	249.1875	-0.24	9.94	0	0	351277582.7	"ID1800291900281111245"
42.28688	-83.73034	200.2	14.68	248.6625	-0.51	9.94	0	0	351277582.8	"ID1800291900281111245"
42.28688	-83.73036	200.2	14.62	248.3	-0.51	9.94	0	0	351277582.9	"ID1800291900281111245"
42.28687	-83.73038	200.3	14.66	248.875	-0.26	9.94	0	0	351277583	"ID1800291900281111245"
42.28687	-83.73039	200.3	14.64	248.6875	-0.26	9.94	0	0	351277583.1	"ID1800291900281111245"
42.28686	-83.73041	200.3	14.54	248.8875	-0.51	9.94	0	0	351277583.2	"ID1800291900281111245"
42.28686	-83.73042	200.3	14.48	248.775	-0.51	9.94	0	0	351277583.3	"ID1800291900281111245"
42.28685	-83.73045	200.4	14.36	249.225	-0.55	9.94	0	0	351277583.5	"ID1800291900281111245"
42.28684	-83.73048	200.4	14.3	249.2375	-0.55	9.94	0	0	351277583.6	"ID1800291900281111245"
42.28684	-83.73049	200.4	14.3	248.0875	-0.44	9.94	0	0	351277583.7	"ID1800291900281111245"
42.28683	-83.73051	200.5	14.24	248.1125	-0.51	9.94	0	0	351277583.8	"ID1800291900281111245"
42.28683	-83.73052	200.5	14.18	247.95	-0.51	9.94	0	0	351277583.9	"ID1800291900281111245"
42.28682	-83.73054	200.6	14.16	249.0125	-0.44	9.94	0	0	351277584	"ID1800291900281111245"
42.28682	-83.73055	200.6	14.12	249.1125	-0.44	9.94	0	0	351277584.1	"ID1800291900281111245"
42.28682	-83.73057	200.6	14.04	248.5125	-0.55	9.94	0	0	351277584.2	"ID1800291900281111245"
42.28681	-83.73058	200.6	13.98	248.4625	-0.55	9.94	0	0	351277584.3	"ID1800291900281111245"
42.28681	-83.7306	200.7	13.96	248.3	-0.48	9.94	0	0	351277584.4	"ID1800291900281111245"
42.2868	-83.73061	200.7	13.92	248.225	-0.48	9.94	0	0	351277584.5	"ID1800291900281111245"
42.2868	-83.73063	200.8	13.82	249.3125	-0.65	9.94	0	0	351277584.6	"ID1800291900281111245"
42.28679	-83.73065	200.8	13.74	249.4875	-0.65	9.94	0	0	351277584.7	"ID1800291900281111245"
42.28679	-83.73067	200.8	13.66	249.6375	-0.75	9.94	0	0	351277584.8	"ID1800291900281111245"
42.28679	-83.73068	200.8	13.58	249.8125	-0.75	9.94	0	0	351277584.9	"ID1800291900281111245"
42.28678	-83.7307	200.9	13.58	250.8625	-0.55	9.94	0	0	351277585	"ID1800291900281111245"
42.28678	-83.73071	200.9	13.52	251.2375	-0.55	9.94	0	0	351277585.1	"ID1800291900281111245"
42.28677	-83.73073	201	13.44	251.2	-0.65	9.94	0	0	351277585.2	"ID1800291900281111245"
42.28677	-83.73074	201	13.36	251.5	-0.65	9.94	0	0	351277585.3	"ID1800291900281111245"
42.28677	-83.73076	201.1	13.4	251.2	-0.34	9.94	0	0	351277585.4	"ID1800291900281111245"
42.28676	-83.73077	201.1	13.38	251.3875	-0.34	9.94	0	0	351277585.5	"ID1800291900281111245"
42.28676	-83.73079	201.2	13.26	253.6	-0.63	9.94	0	0	351277585.6	"ID1800291900281111245"
42.28675	-83.7308	201.2	13.18	254.2375	-0.63	9.94	0	0	351277585.7	"ID1800291900281111245"
42.28675	-83.73082	201.3	13.22	254.4625	-0.32	9.94	0	0	351277585.8	"ID1800291900281111245"
42.28675	-83.73083	201.3	13.18	255.0375	-0.32	9.94	0	0	351277585.9	"ID1800291900281111245"
42.28674	-83.73085	201.4	13.12	254.45	-0.46	9.94	0	0	351277586	"ID1800291900281111245"
42.28674	-83.73087	201.4	13.08	254.8	-0.46	9.94	0	0	351277586.1	"ID1800291900281111245"
42.28674	-83.73088	201.5	13.24	255.65	0.2	9.94	0	0	351277586.2	"ID1800291900281111245"
42.28674	-83.7309	201.5	13.26	256.1375	0.2	9.94	0	0	351277586.3	"ID1800291900281111245"
42.28673	-83.73091	201.6	13.02	256.4625	-0.63	9.94	0	0	351277586.4	"ID1800291900281111245"
42.28673	-83.73093	201.6	12.96	256.9375	-0.63	9.94	0	0	351277586.5	"ID1800291900281111245"
42.28673	-83.73094	201.7	13.02	256.6125	-0.24	9.94	0	0	351277586.6	"ID1800291900281111245"
42.28672	-83.73096	201.7	13	256.9375	-0.24	9.94	0	0	351277586.7	"ID1800291900281111245"
42.28672	-83.73097	201.8	12.96	257.075	-0.26	9.94	0	0	351277586.8	"ID1800291900281111245"
42.28672	-83.73099	201.8	12.94	257.375	-0.26	9.94	0	0	351277586.9	"ID1800291900281111245"
42.28672	-83.731	201.9	12.82	257.8375	-0.61	9.94	0	0	351277587	"ID1800291900281111245"
42.28672	-83.73102	201.9	12.74	258.1875	-0.61	9.94	0	0	351277587.1	"ID1800291900281111245"
42.28671	-83.73103	202	12.94	259.125	0.18	9.94	0	0	351277587.2	"ID1800291900281111245"
42.28671	-83.73105	202	12.96	259.625	0.18	9.94	0	0	351277587.3	"ID1800291900281111245"
42.28671	-83.73106	202.1	12.86	260.5875	-0.2	9.94	0	0	351277587.4	"ID1800291900281111245"
42.28671	-83.73108	202.1	12.84	261.2125	-0.2	9.94	0	0	351277587.5	"ID1800291900281111245"
42.28671	-83.73109	202.2	12.7	262.1625	-0.61	9.94	0	0	351277587.6	"ID1800291900281111245"
42.28671	-83.73111	202.2	12.62	262.875	-0.61	9.94	0	0	351277587.7	"ID1800291900281111245"
42.2867	-83.73112	202.3	12.6	262.625	-0.51	9.94	0	0	351277587.8	"ID1800291900281111245"
42.2867	-83.73114	202.3	12.54	263.175	-0.51	9.94	0	0	351277587.9	"ID1800291900281111245"
42.2867	-83.73116	202.4	12.54	261.375	-0.4	9.94	0	0	351277588	"ID1800291900281111245"
42.2867	-83.73117	202.4	12.5	261.425	-0.4	9.94	0	0	351277588.1	"ID1800291900281111245"
42.28669	-83.73119	202.5	12.6	261.95	0.01	9.94	0	0	351277588.2	"ID1800291900281111245"
42.28669	-83.7312	202.5	12.6	262.1125	0.01	9.94	0	0	351277588.3	"ID1800291900281111245"
42.28669	-83.73122	202.5	12.44	262.3625	-0.51	9.94	0	0	351277588.4	"ID1800291900281111245"
42.28669	-83.73123	202.5	12.38	262.55	-0.51	9.94	0	0	351277588.5	"ID1800291900281111245"
42.28669	-83.73125	202.5	12.32	262.7375	-0.51	9.94	0	0	351277588.6	"ID1800291900281111245"
42.28669	-83.73126	202.6	12.24	261.8125	-0.59	9.94	0	0	351277588.7	"ID1800291900281111245"
42.28669	-83.73128	202.7	12.2	262.3125	-0.53	9.94	0	0	351277588.8	"ID1800291900281111245"
42.28669	-83.73129	202.7	12.14	262.4125	-0.53	9.94	0	0	351277588.9	"ID1800291900281111245"
42.28668	-83.73131	202.7	12.08	261.7875	-0.59	9.94	0	0	351277589	"ID1800291900281111245"
42.28668	-83.73132	202.7	12.02	261.7375	-0.59	9.94	0	0	351277589.1	"ID1800291900281111245"
42.28668	-83.73134	202.8	12	261.6375	-0.51	9.94	0	0	351277589.2	"ID1800291900281111245"
42.28668	-83.73135	202.8	11.94	261.575	-0.51	9.94	0	0	351277589.3	"ID1800291900281111245"
42.28668	-83.73136	202.9	11.9	262.25	-0.48	9.94	0	0	351277589.4	"ID1800291900281111245"
42.28667	-83.73138	202.9	11.86	262.35	-0.48	9.94	0	0	351277589.5	"ID1800291900281111245"
42.28667	-83.73139	203	11.8	263.1125	-0.5	9.94	0	0	351277589.6	"ID1800291900281111245"
42.28667	-83.73141	203	11.76	263.3625	-0.5	9.94	0	0	351277589.7	"ID1800291900281111245"
42.28667	-83.73142	203.1	11.68	262.425	-0.57	9.94	0	0	351277589.8	"ID1800291900281111245"
42.28667	-83.73144	203.1	11.62	262.425	-0.57	9.94	0	0	351277589.9	"ID1800291900281111245"
42.28667	-83.73145	203.2	11.54	262.2875	-0.71	9.94	0	0	351277590	"ID1800291900281111245"
42.28667	-83.73146	203.2	11.46	262.25	-0.71	9.94	0	0	351277590.1	"ID1800291900281111245"
42.28667	-83.73148	203.3	11.56	262.175	-0.17	9.94	0	0	351277590.2	"ID1800291900281111245"
42.28666	-83.73149	203.3	11.54	262.1375	-0.17	9.94	0	0	351277590.3	"ID1800291900281111245"
42.28666	-83.73151	203.4	11.4	261.8125	-0.57	9.94	0	0	351277590.4	"ID1800291900281111245"
42.28666	-83.73151	203.4	11.34	261.7125	-0.57	9.94	0	0	351277590.5	"ID1800291900281111245"
42.28666	-83.73153	203.5	11.22	262.8625	-0.81	9.94	0	0	351277590.6	"ID1800291900281111245"
42.28666	-83.73154	203.5	11.14	263.025	-0.81	9.94	0	0	351277590.7	"ID1800291900281111245"
42.28666	-83.73156	203.5	11.12	262.675	-0.63	9.94	0	0	351277590.8	"ID1800291900281111245"
42.28666	-83.73157	203.5	11.04	262.7375	-0.63	9.94	0	0	351277590.9	"ID1800291900281111245"
42.28666	-83.73158	203.6	10.98	261.7875	-0.69	9.94	0	0	351277591	"ID1800291900281111245"
42.28666	-83.7316	203.6	10.9	261.625	-0.69	9.94	0	0	351277591.1	"ID1800291900281111245"
42.28665	-83.73161	203.7	10.88	262.6	-0.59	9.94	0	0	351277591.2	"ID1800291900281111245"
42.28665	-83.73162	203.7	10.8	262.6875	-0.59	9.94	0	0	351277591.3	"ID1800291900281111245"
42.28665	-83.73164	203.7	10.8	263.125	-0.42	9.94	0	0	351277591.4	"ID1800291900281111245"
42.28665	-83.73165	203.7	10.76	263.2875	-0.42	9.94	0	0	351277591.5	"ID1800291900281111245"
42.28665	-83.73166	203.8	10.62	262.55	-0.75	9.94	0	0	351277591.6	"ID1800291900281111245"
42.28665	-83.73167	203.8	10.54	262.525	-0.75	9.94	0	0	351277591.7	"ID1800291900281111245"
42.28664	-83.73168	203.9	10.44	262.3125	-0.88	9.94	0	0	351277591.8	"ID1800291900281111245"
42.28664	-83.7317	203.9	10.34	262.25	-0.88	9.94	0	0	351277591.9	"ID1800291900281111245"
42.28664	-83.73171	204	10.28	259.6875	-0.82	9.94	0	0	351277592	"ID1800291900281111245"
42.28664	-83.73172	204	10.2	259.075	-0.82	9.94	0	0	351277592.1	"ID1800291900281111245"
42.28664	-83.73174	204	10.22	258.5125	-0.53	9.94	0	0	351277592.2	"ID1800291900281111245"
42.28664	-83.73174	204	10.16	257.875	-0.53	9.94	0	0	351277592.3	"ID1800291900281111245"
42.28664	-83.73176	204.1	10	259.15	-0.86	9.94	0	0	351277592.4	"ID1800291900281111245"
42.28663	-83.73177	204.1	9.9	258.9	-0.86	9.94	0	0	351277592.5	"ID1800291900281111245"
42.28663	-83.73178	204.1	9.8	258.3625	-0.98	9.94	0	0	351277592.6	"ID1800291900281111245"
42.28663	-83.7318	204.1	9.68	258.0375	-0.98	9.94	0	0	351277592.7	"ID1800291900281111245"
42.28663	-83.7318	204.2	9.68	259.4375	-0.75	9.94	0	0	351277592.8	"ID1800291900281111245"
42.28663	-83.73182	204.2	9.6	259.475	-0.75	9.94	0	0	351277592.9	"ID1800291900281111245"
42.28662	-83.73183	204.2	9.46	260.2625	-0.98	9.94	0	0	351277593	"ID1800291900281111245"
42.28662	-83.73183	204.2	9.34	260.475	-0.98	9.94	0	0	351277593.1	"ID1800291900281111245"
42.28662	-83.73185	204.3	9.26	258.0375	-0.98	9.94	0	0	351277593.2	"ID1800291900281111245"
42.28662	-83.73186	204.3	9.16	257.6875	-0.98	9.94	0	0	351277593.3	"ID1800291900281111245"
42.28662	-83.73187	204.3	9.08	258.55	-0.96	9.94	0	0	351277593.4	"ID1800291900281111245"
42.28662	-83.73188	204.3	8.96	258.4375	-0.96	9.94	0	0	351277593.5	"ID1800291900281111245"
42.28662	-83.7319	204.3	8.86	258.3375	-0.96	9.94	0	0	351277593.6	"ID1800291900281111245"
42.28661	-83.7319	204.4	8.68	259.6625	-1.17	9.94	0	0	351277593.7	"ID1800291900281111245"
42.28661	-83.73191	204.4	8.7	259.325	-0.82	9.94	0	0	351277593.8	"ID1800291900281111245"
42.28661	-83.73193	204.4	8.6	259.3625	-0.82	9.94	0	0	351277593.9	"ID1800291900281111245"
42.28661	-83.73193	204.4	8.42	257.675	-1.17	9.94	0	0	351277594	"ID1800291900281111245"
42.28661	-83.73194	204.4	8.3	257.35	-1.17	9.94	0	0	351277594.1	"ID1800291900281111245"
42.28661	-83.73195	204.5	8.14	256.725	-1.37	9.94	0	0	351277594.2	"ID1800291900281111245"
42.28661	-83.73196	204.5	7.98	256.3125	-1.37	9.94	0	0	351277594.3	"ID1800291900281111245"
42.28661	-83.73197	204.5	7.92	257.7	-1.19	9.94	0	0	351277594.4	"ID1800291900281111245"
42.2866	-83.73198	204.5	7.78	257.6625	-1.19	9.94	0	0	351277594.5	"ID1800291900281111245"
42.2866	-83.73199	204.5	7.56	256.8875	-1.58	9.94	0	0	351277594.6	"ID1800291900281111245"
42.2866	-83.73199	204.5	7.38	256.675	-1.58	9.94	0	0	351277594.7	"ID1800291900281111245"
42.2866	-83.732	204.6	7.16	257.35	-1.83	9.94	0	0	351277594.8	"ID1800291900281111245"
42.2866	-83.73201	204.6	6.96	257.3375	-1.83	9.94	0	0	351277594.9	"ID1800291900281111245"
42.28659	-83.73202	204.6	6.88	255.825	-1.6	9.94	0	0	351277595	"ID1800291900281111245"
42.28659	-83.73203	204.6	6.7	255.475	-1.6	9.94	0	0	351277595.1	"ID1800291900281111245"
42.28659	-83.73204	204.7	6.54	255.0875	-1.66	9.94	0	0	351277595.2	"ID1800291900281111245"
42.28659	-83.73204	204.7	6.36	254.7125	-1.66	9.94	0	0	351277595.3	"ID1800291900281111245"
42.28659	-83.73205	204.7	6.22	257.7375	-1.62	9.94	0	0	351277595.4	"ID1800291900281111245"
42.28659	-83.73206	204.7	6.04	258.1	-1.62	9.94	0	0	351277595.5	"ID1800291900281111245"
42.28659	-83.73206	204.8	5.9	254.4125	-1.62	9.94	0	0	351277595.6	"ID1800291900281111245"
42.28659	-83.73207	204.8	5.72	253.9	-1.62	9.94	0	0	351277595.7	"ID1800291900281111245"
42.28658	-83.73208	204.8	5.5	247.95	-1.91	9.94	0	0	351277595.8	"ID1800291900281111245"
42.28658	-83.73209	204.8	5.28	246.225	-1.91	9.94	0	0	351277595.9	"ID1800291900281111245"
42.28658	-83.73209	204.8	5.08	256.225	-2.01	9.94	0	0	351277596	"ID1800291900281111245"
42.28658	-83.73209	204.8	4.86	256.9875	-2.01	9.94	0	0	351277596.1	"ID1800291900281111245"
42.28658	-83.7321	204.8	4.74	259.1375	-1.83	9.94	0	0	351277596.2	"ID1800291900281111245"
42.28658	-83.73211	204.8	4.54	260.2375	-1.83	9.94	0	0	351277596.3	"ID1800291900281111245"
42.28658	-83.73211	204.8	4.28	250.7875	-2.12	9.94	0	0	351277596.4	"ID1800291900281111245"
42.28658	-83.73212	204.8	4.04	249.625	-2.12	9.94	0	0	351277596.5	"ID1800291900281111245"
42.28658	-83.73212	204.9	3.84	256.8625	-2.18	9.94	0	0	351277596.6	"ID1800291900281111245"
42.28658	-83.73212	204.9	3.6	257.4875	-2.18	9.94	0	0	351277596.7	"ID1800291900281111245"
42.28658	-83.73212	204.9	3.3	252.0875	-2.55	9.94	0	0	351277596.8	"ID1800291900281111245"
42.28657	-83.73213	204.9	3	251.4125	-2.55	9.94	0	0	351277596.9	"ID1800291900281111245"
42.28657	-83.73213	204.9	2.88	251.95	-2.22	9.94	0	0	351277597	"ID1800291900281111245"
42.28657	-83.73214	204.9	2.64	251.525	-2.22	9.94	0	0	351277597.1	"ID1800291900281111245"
42.28657	-83.73214	204.9	2.46	255.0375	-2.14	9.94	0	0	351277597.2	"ID1800291900281111245"
42.28657	-83.73214	204.9	2.22	255.45	-2.14	9.94	0	0	351277597.3	"ID1800291900281111245"
